rebel_type			Brigantes	//Britons
description			Kalinga
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Suhma		//Indian
category			peasant_revolt 
chance				0
description			Suhma
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Vrji		//Indian
category			peasant_revolt 
chance				0
description			Vrji
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Magadha		//Indian
category			peasant_revolt 
chance				0
description			Magadha
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Anga		//Indian
category			peasant_revolt 
chance				0
description			Anga
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Radha		//Indian
category			peasant_revolt 
chance				0
description			Radha
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Vanga		//Indian
category			peasant_revolt 
chance				0
description			Vanga
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Pundra		//Indian
category			peasant_revolt 
chance				0
description			Pundra
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Samatata		//Indian
category			peasant_revolt 
chance				0
description			Samatata
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Kuntala		//Indian
category			peasant_revolt 
chance				0
description			Kuntala
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Kamarupa		//Indian
category			peasant_revolt 
chance				0
description			Kamarupa
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Sattyaputra		//Indian
category			peasant_revolt 
chance				0
description			Sattyaputra
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Mahisha		//Indian
category			peasant_revolt 
chance				0
description			Mahisha
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Chera		//Indian
category			peasant_revolt 
chance				0
description			Chera
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Chola		//Indian
category			peasant_revolt 
chance				0
description			Chola
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Pandya		//Indian
category			peasant_revolt 
chance				0
description			Pandya
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			Tamraparni		//Indian
category			peasant_revolt 
chance				0
description			Tamraparni
unit				east peasant
unit				east archer
unit				east archer
unit				east archer
unit				east archer
unit				east infantry
unit				east infantry
unit				eastern rebel general

rebel_type 			TerraIncognita		//numidia
category			peasant_revolt
chance				8
description			TerraIncognita
unit				cheat oliphants

;;;;;;;;;;;;		;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;				
;non region			based
;;;;;;;;;;;;		;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

rebel_type			gladiator_uprising
category			gladiator_revolt
chance				100
description			gladiator_uprising
unit				roman peasant
unit				roman peasant
unit				roman velite gladiator
unit				roman samnite gladiator
unit				roman mirmillo gladiator

rebel_type			brigands
category			brigands
chance				50
description			brigands
unit				merc peltast
unit				merc illyrian
unit				merc samnite
unit				merc thracian
unit				merc bastarnae
unit				merc sarmatian cavalry
unit				merc horse archers
unit				merc spanish infantry
unit				merc eastern infantry
unit				merc rhodian slingers
unit				merc cretan archers
unit				merc greek hoplites
unit				merc libyan infantry
unit				merc numidian cavalry
unit				merc arab cavalry
unit				merc bedouin
unit				merc bedouin archers
unit				merc balearic slingers
unit				merc barbarian infantry
unit				merc barbarian cavalry

rebel_type			pirates
category			pirates
chance				50
description			pirates
unit				naval pirate ships

